CallerType,CallerMethod,CueValue,CueName,VoiceMethodCalled,ILOffset
Timeline.CustomTrack.CanvasGroupAlphaMixerBehaviour,ProcessFrame,0,VO_000001,PlayableExtensions.GetInputWeight,75
Timeline.CustomTrack.CanvasGroupAlpha,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,8
UI.Common.GenreBackgroundController,SetNextSampleImage,2,VO_000003,GenreBackgroundController.AnimPlay,133
Balance.BalanceCommon,SetCreditIcon,1,VO_000002,Animator.Play,399
Balance.BalanceCommon,SetCreditIcon,0,VO_000001,Animator.Play,399
Balance.BalanceCommon,SetBrandIcon01,0,VO_000001,Animator.Play,316
Balance.BalanceCommon,SetBrandIcon01,0,VO_000001,Animator.Play,483
Balance.BalanceCommon,SetBrandIcon02,0,VO_000001,Animator.Play,316
Balance.BalanceCommon,BrandBottomInfo,0,VO_000001,Animator.Play,350
Balance.BalanceCommon,ResetError01,0,VO_000001,Animator.Play,87
Balance.BalanceCommon,ResetError02,0,VO_000001,Animator.Play,87
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,519
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,1353
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,1460
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,1636
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,2189
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,2777
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,2894
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,3475
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,3779
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,3889
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,4852
Balance.BalanceCommon,ViewUpdate,6,VO_000007,Animator.Play,5147
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,5147
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,5661
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,5792
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,5907
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,6243
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,6547
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,6657
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,6984
Balance.BalanceCommon,ViewUpdate,0,VO_000001,Animator.Play,7585
Monitor.AdvertiseMonitor,SetAnimeBPM,0,VO_000001,Animator.Play,67
Monitor.AdvertiseMonitor,SetAnimeBPM,0,VO_000001,Animator.Play,101
Monitor.MonitorBackgroundTownController,SetAnimeBPM,0,VO_000001,Animator.Play,38
Monitor.CharacterSelectMonitor,ViewUpdate2,7,VO_000008,Animator.Play,150
Monitor.CharacterSelectMonitor,ViewUpdate2,0,VO_000001,Animator.Play,150
Monitor.CharacterSelectMonitor,ViewUpdate2,7,VO_000008,Animator.Play,177
Monitor.CharacterSelectMonitor,ViewUpdate2,0,VO_000001,Animator.Play,177
Monitor.CharacterSelectMonitor,ViewUpdate2,0,VO_000001,Animator.Play,270
Monitor.CharacterSelectMonitor,ViewUpdate2,240,VO_000241,SoundManager.PlaySE,286
Monitor.CharacterSelectMonitor,ViewUpdate2,0,VO_000001,Animator.Play,323
Monitor.CharacterSelectMonitor,ViewUpdate2,240,VO_000241,SoundManager.PlaySE,339
Monitor.CharacterSelectMonitor,ViewUpdate2,0,VO_000001,Animator.Play,438
Monitor.CharacterSelectMonitor,OnReset,6,VO_000007,SelectorBackgroundController.Play,32
Monitor.CharacterSelectMonitor,OnReset,1,VO_000002,Animator.Play,251
Monitor.CharacterSelectMonitor,OnReset,0,VO_000001,Animator.Play,251
Monitor.CharacterSelectMonitor,OnReset,6,VO_000007,Animator.Play,251
Monitor.CharacterSelectMonitor,OnReset,0,VO_000001,Animator.Play,251
Monitor.CharacterSelectMonitor,NextNewcomer,0,VO_000001,Animator.Play,127
Monitor.CharacterSelectMonitor,NextNewcomer,6,VO_000007,Animator.Play,127
Monitor.CharacterSelectMonitor,NextNewcomer,0,VO_000001,Animator.Play,127
Monitor.CharacterSelectMonitor,ToSlotView,3,VO_000004,SelectorBackgroundController.Play,257
Monitor.CharacterSelectMonitor,ToSlotView,0,VO_000001,Animator.Play,299
Monitor.CharacterSelectMonitor,ToSlotView,0,VO_000001,Animator.Play,345
Monitor.CharacterSelectMonitor,ToSlotViewAutoSet,0,VO_000001,Animator.Play,142
Monitor.CharacterSelectMonitor,ToSlotViewAutoSet,0,VO_000001,Animator.Play,180
Monitor.CharacterSelectMonitor,OnReturn,6,VO_000007,SelectorBackgroundController.Play,62
Monitor.CharacterSelectMonitor,ToCharacterSelect,0,VO_000001,SelectorBackgroundController.Play,19
Monitor.CharacterSelectMonitor,ToCharacterSelect,0,VO_000001,Animator.Play,193
Monitor.CharacterSelectMonitor,ToCharacterSelect,7,VO_000008,Animator.Play,224
Monitor.CharacterSelectMonitor,ToCharacterSelect,0,VO_000001,Animator.Play,224
Monitor.CharacterSelectMonitor,ToCharacterSelect,0,VO_000001,Animator.Play,494
Monitor.CharacterSelectMonitor,SetLockIcon,0,VO_000001,Animator.Play,39
Monitor.CharacterSelectMonitor,SetImmediateChangeLockIcon,0,VO_000001,Animator.Play,39
Monitor.CharacterSelectMonitor+<ResetCoroutine>d__86,MoveNext,0,VO_000001,Animator.Play,100
Monitor.CharacterSelectMonitor+<BackgroundCorutine>d__87,MoveNext,0,VO_000001,Animator.Play,95
Monitor.CharacterSelectMonitor+<BackgroundCorutine>d__87,MoveNext,0,VO_000001,Animator.Play,171
Monitor.CharacterSelectMonitor+<ToSlotViewCoroutine>d__90,MoveNext,0,VO_000001,Animator.Play,111
Monitor.CharacterSelectMonitor+<NewcomerStagingCoroutine>d__96,MoveNext,3,VO_000004,SelectorBackgroundController.Play,295
Monitor.CharacterSelectMonitor+<NewcomerStagingCoroutine>d__96,MoveNext,0,VO_000001,Animator.Play,463
Monitor.CommonMonitor,SetBPM,0,VO_000001,Animator.Play,53
Monitor.DataSaveMonitor,AnimStartIn,7,VO_000008,Animator.Play,26
Monitor.QuickRetry,Execute,1,VO_000002,GamePlayManager.SetQuickRetryFrag,289
Monitor.TouchEffect,Initialize,7,VO_000008,TouchEffect.PlayParticles,35
Monitor.TouchEffect,Initialize,0,VO_000001,TouchEffect.PlayParticles,35
Monitor.TouchEffect,Initialize,0,VO_000001,TouchEffect.PlayParticles,35
Monitor.TouchEffect,Initialize,1,VO_000002,TouchEffect.PlayParticles,37
Monitor.TouchEffect,Initialize,1,VO_000002,TouchEffect.PlayParticles,37
Monitor.TouchEffect,Initialize,1,VO_000002,TouchEffect.PlayParticles,46
Monitor.TouchEffect,Initialize,2,VO_000003,TouchEffect.PlayParticles,46
Monitor.TouchEffect,Initialize,1,VO_000002,TouchEffect.PlayParticles,55
Monitor.TouchEffect,Initialize,3,VO_000004,TouchEffect.PlayParticles,55
Monitor.TouchEffect,InitializeEx,14,VO_000015,TouchEffect.PlayParticles,11
Monitor.TouchEffect,InitializeEx,4,VO_000005,TouchEffect.PlayParticles,11
Monitor.TouchEffect,InitializeEx,3,VO_000004,TouchEffect.PlayParticles,11
Monitor.TouchEffect,InitializeCenter,6,VO_000007,TouchEffect.PlayParticles,37
Monitor.TouchEffect,InitializeCenter,1,VO_000002,TouchEffect.PlayParticles,37
Monitor.TouchEffect,InitializeCenter,6,VO_000007,TouchEffect.PlayParticles,46
Monitor.TouchEffect,InitializeCenter,2,VO_000003,TouchEffect.PlayParticles,46
Monitor.TouchEffect,InitializeCenter,6,VO_000007,TouchEffect.PlayParticles,55
Monitor.TouchEffect,InitializeCenter,3,VO_000004,TouchEffect.PlayParticles,55
Monitor.TouchEffect,InitializeHold,2,VO_000003,TouchEffect.PlayParticles,37
Monitor.TouchEffect,InitializeHold,4,VO_000005,TouchEffect.PlayParticles,37
Monitor.TouchEffect,InitializeHold,2,VO_000003,TouchEffect.PlayParticles,46
Monitor.TouchEffect,InitializeHold,1,VO_000002,TouchEffect.PlayParticles,46
Monitor.TouchEffect,InitializeHold,2,VO_000003,TouchEffect.PlayParticles,55
Monitor.TouchEffect,InitializeHold,2,VO_000003,TouchEffect.PlayParticles,55
Monitor.TouchEffect,InitializeHold,2,VO_000003,TouchEffect.PlayParticles,64
Monitor.TouchEffect,InitializeHold,3,VO_000004,TouchEffect.PlayParticles,64
Monitor.TouchEffect,FinishHold,3,VO_000004,TouchEffect.PlayParticles,44
Monitor.TouchEffect,FinishHold,1,VO_000002,TouchEffect.PlayParticles,44
Monitor.TouchEffect,FinishHold,3,VO_000004,TouchEffect.PlayParticles,53
Monitor.TouchEffect,FinishHold,2,VO_000003,TouchEffect.PlayParticles,53
Monitor.TouchEffect,FinishHold,3,VO_000004,TouchEffect.PlayParticles,62
Monitor.TouchEffect,FinishHold,3,VO_000004,TouchEffect.PlayParticles,62
Monitor.TouchEffect,InitializeBreak,5,VO_000006,TouchEffect.PlayParticles,37
Monitor.TouchEffect,InitializeBreak,1,VO_000002,TouchEffect.PlayParticles,37
Monitor.TouchEffect,InitializeBreak,5,VO_000006,TouchEffect.PlayParticles,46
Monitor.TouchEffect,InitializeBreak,2,VO_000003,TouchEffect.PlayParticles,46
Monitor.TouchEffect,InitializeBreak,5,VO_000006,TouchEffect.PlayParticles,55
Monitor.TouchEffect,InitializeBreak,3,VO_000004,TouchEffect.PlayParticles,55
Monitor.TrackSkip,Execute,1,VO_000002,TrackSkip.PlayAnim,1046
Monitor.BreakHoldNote,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,200
Monitor.BreakHoldNote,NoteCheck,3,VO_000004,GameManager.IsAutoPlay,295
Monitor.BreakHoldNote,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,295
Monitor.BreakHoldNote,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,295
Monitor.BreakHoldNote,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,295
Monitor.BreakHoldNote,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,295
Monitor.BreakHoldNote,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,295
Monitor.BreakHoldNote,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,342
Monitor.BreakHoldNote,NoteCheck,0,VO_000001,TouchEffect.StopHoldPlay,583
Monitor.BreakHoldNote,NoteCheck_old,1,VO_000002,GameManager.IsAutoPlay,199
Monitor.BreakHoldNote,NoteCheck_old,0,VO_000001,GameManager.IsAutoPlay,294
Monitor.BreakHoldNote,NoteCheck_old,1,VO_000002,GameManager.IsAutoPlay,341
Monitor.BreakHoldNote,NoteCheck_old,0,VO_000001,TouchEffect.StopHoldPlay,418
Monitor.BreakHoldNote,JudgeHoldHead,15,VO_000016,BreakHoldNote.PlayJudgeHeadSe,114
Monitor.HoldNote,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,200
Monitor.HoldNote,NoteCheck,3,VO_000004,GameManager.IsAutoPlay,295
Monitor.HoldNote,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,295
Monitor.HoldNote,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,295
Monitor.HoldNote,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,295
Monitor.HoldNote,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,295
Monitor.HoldNote,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,295
Monitor.HoldNote,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,342
Monitor.HoldNote,NoteCheck,0,VO_000001,TouchEffect.StopHoldPlay,583
Monitor.HoldNote,NoteCheck_old,1,VO_000002,GameManager.IsAutoPlay,199
Monitor.HoldNote,NoteCheck_old,0,VO_000001,GameManager.IsAutoPlay,294
Monitor.HoldNote,NoteCheck_old,1,VO_000002,GameManager.IsAutoPlay,341
Monitor.HoldNote,NoteCheck_old,0,VO_000001,TouchEffect.StopHoldPlay,418
Monitor.HoldNote,JudgeHoldHead,15,VO_000016,HoldNote.PlayJudgeHeadSe,114
Monitor.NoteBase,Judge,15,VO_000016,NoteBase.PlayJudgeSe,114
Monitor.NoteBase,JudgeToolate,14,VO_000015,NoteBase.PlayJudgeSe,97
Monitor.NoteBase,JudgeToolate,14,VO_000015,NoteBase.PlayJudgeSe,97
Monitor.TouchHoldC,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,209
Monitor.TouchHoldC,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,337
Monitor.TouchHoldC,JudgeHoldHead,15,VO_000016,TouchHoldC.PlayJudgeHeadSe,114
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,10
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,76
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,76
Monitor.TouchNoteB,NoteCheck,2,VO_000003,GameManager.IsAutoPlay,76
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,143
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,143
Monitor.TouchNoteB,NoteCheck,3,VO_000004,GameManager.IsAutoPlay,143
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,206
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,206
Monitor.TouchNoteB,NoteCheck,4,VO_000005,GameManager.IsAutoPlay,206
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,270
Monitor.TouchNoteB,NoteCheck,0,VO_000001,GameManager.IsAutoPlay,270
Monitor.TouchNoteB,NoteCheck,1,VO_000002,GameManager.IsAutoPlay,270
Monitor.TouchNoteB,Judge,15,VO_000016,NoteBase.PlayJudgeSe,120
Monitor.SlideFan,NoteCheck,1,VO_000002,SlideRoot.PlayJudgeSe,538
Monitor.SlideFan,NoteCheck,2,VO_000003,SlideRoot.PlayJudgeSe,538
Monitor.SlideFan,NoteCheck,13,VO_000119,SlideRoot.PlayJudgeSe,538
Monitor.SlideFan,NoteCheck,1,VO_000002,SlideRoot.PlayJudgeSe,538
Monitor.SlideFan,NoteCheck,3,VO_000004,SlideRoot.PlayJudgeSe,538
Monitor.SlideFan,NoteCheck,1,VO_000002,SlideRoot.SetPlayResult,638
Monitor.SlideJudge,Initialize,1,VO_000002,Animator.Play,36
Monitor.SlideRoot,NoteCheck,1,VO_000002,SlideRoot.PlayJudgeSe,688
Monitor.SlideRoot,NoteCheck,13,VO_000119,SlideRoot.PlayJudgeSe,688
Monitor.MapResultMonitor,CheckChallengeStatus,5,VO_000006,PlayResultParam.SetIsClearChallengeMusic,483
Monitor.MapResultMonitor,CheckChallengeStatus,1,VO_000002,PlayResultParam.SetIsClearChallengeMusic,483
Monitor.MapResultMonitor,CheckChallengeStatus,1,VO_000002,PlayResultParam.SetIsClearChallengeMusic,483
Monitor.MapResultMonitor,CheckChallengeStatus,0,VO_000001,PlayResultParam.SetIsClearChallengeMusic,719
Monitor.MapResultMonitor,CheckChallengeStatus,1,VO_000002,PlayResultParam.SetIsClearChallengeMusic,719
Monitor.MapResultMonitor,CheckChallengeStatus,1,VO_000002,PlayResultParam.SetIsClearChallengeMusic,719
Monitor.MapResultMonitor,ViewUpdate,7,VO_000008,Animator.Play,1123
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,1123
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,1782
Monitor.MapResultMonitor,ViewUpdate,7,VO_000008,Animator.Play,1849
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,1849
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,2228
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,SoundManager.PlayLoopSE,2836
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,SoundManager.PlayLoopSE,2836
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,2936
Monitor.MapResultMonitor,ViewUpdate,1,VO_000002,SoundManager.PlayVoice,3061
Monitor.MapResultMonitor,ViewUpdate,143,VO_000144,SoundManager.PlayVoice,3061
Monitor.MapResultMonitor,ViewUpdate,8,VO_000009,Animator.Play,5272
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,5272
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,5861
Monitor.MapResultMonitor,ViewUpdate,245,VO_000258,SoundManager.PlayVoice,5894
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,5962
Monitor.MapResultMonitor,ViewUpdate,246,VO_000259,SoundManager.PlayVoice,5995
Monitor.MapResultMonitor,ViewUpdate,1,VO_000002,Animator.Play,6097
Monitor.MapResultMonitor,ViewUpdate,6,VO_000007,Animator.Play,6127
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,6237
Monitor.MapResultMonitor,ViewUpdate,6,VO_000007,Animator.Play,6839
Monitor.MapResultMonitor,ViewUpdate,7,VO_000008,Animator.Play,6839
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,6839
Monitor.MapResultMonitor,ViewUpdate,1,VO_000002,SoundManager.PlaySE,6884
Monitor.MapResultMonitor,ViewUpdate,52,VO_000053,SoundManager.PlaySE,6884
Monitor.MapResultMonitor,ViewUpdate,52,VO_000053,SoundManager.PlaySE,6903
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,7004
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,7081
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,7158
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,7350
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,7416
Monitor.MapResultMonitor,ViewUpdate,0,VO_000001,Animator.Play,7490
Monitor.DifficultyContoroller,DifficultyBaseIn,7,VO_000008,Animator.Play,19
Monitor.MusicPlayStatusController,Update,1,VO_000002,MusicPlayStatusController.SetType,66
Monitor.MusicPlayStatusController,Update,0,VO_000001,MusicPlayStatusController.SetType,66
Monitor.MusicPlayStatusController,Update,5,VO_000006,MusicPlayStatusController.SetType,66
Monitor.MusicPlayStatusController,Update,5,VO_000006,MusicPlayStatusController.SetType,66
Monitor.MusicPlayStatusController,Update,0,VO_000001,MusicPlayStatusController.SetType,66
Monitor.MusicPlayStatusController,Update,1,VO_000002,MusicPlayStatusController.SetData,73
Monitor.MusicSelectMonitor,SetMissionWindowAnim,0,VO_000001,Animator.Play,56
Monitor.MusicSelectMonitor,Initialize,6,VO_000007,SelectorBackgroundController.Play,1047
Monitor.MusicSelectMonitor,Initialize,3,VO_000004,KaleidxScopeDecoBG.PlayAnimation,1139
Monitor.MusicSelectMonitor,ChangeRivalScoreType,1,VO_000002,SoundManager.PlaySE,95
Monitor.MusicSelectMonitor,ChangeRivalScoreType,2,VO_000003,SoundManager.PlaySE,95
Monitor.MusicSelectMonitor,ChangeRivalScoreType,0,VO_000001,SoundManager.PlaySE,95
Monitor.MusicSelectMonitor,ChangeRivalScoreType,240,VO_000241,SoundManager.PlaySE,95
Monitor.MusicSelectMonitor,SetData,0,VO_000001,MusicPlayStatusController.SetActive,870
Monitor.MusicSelectMonitor,SetPlayStatusData,0,VO_000001,MusicPlayStatusController.SetData,21
Monitor.MusicSelectMonitor,SetUtageSelecterBGLoop,2,VO_000003,SelectorBackgroundController.Play,111
Monitor.MusicSelectMonitor,SetUtageSelecterBGInSelect,1,VO_000002,SelectorBackgroundController.Play,111
Monitor.MusicSelectMonitor,SetUtageEqualizer,2,VO_000003,SoundCtrl.IsPlaying,64
Monitor.MusicSelectMonitor,ScrollMusicRight,0,VO_000001,MusicPlayStatusController.SetData,622
Monitor.MusicSelectMonitor,ScrollMusicLeft,0,VO_000001,MusicPlayStatusController.SetData,622
Monitor.MusicSelectMonitor,ScrollGenreCategoryRight,5,VO_000006,GenreBackgroundController.AnimPlay,141
Monitor.MusicSelectMonitor,ScrollGenreCategoryLeft,5,VO_000006,GenreBackgroundController.AnimPlay,141
Monitor.MusicSelectMonitor,UpdateGenreBackground,2,VO_000003,GenreBackgroundController.AnimPlay,74
Monitor.MusicSelectMonitor,ChangeGenreBackground,4,VO_000005,GenreBackgroundController.AnimPlay,28
Monitor.MusicSelectMonitor,ScrollCategoryRight,1,VO_000002,SelectorBackgroundController.Play,190
Monitor.MusicSelectMonitor,ScrollCategoryRight,0,VO_000001,MusicPlayStatusController.SetData,480
Monitor.MusicSelectMonitor,ScrollCategoryLeft,1,VO_000002,SelectorBackgroundController.Play,190
Monitor.MusicSelectMonitor,ScrollCategoryLeft,0,VO_000001,MusicPlayStatusController.SetData,480
Monitor.MusicSelectMonitor,AddDifficulty,1,VO_000002,MusicPlayStatusController.SetData,294
Monitor.MusicSelectMonitor,SubDifficulty,1,VO_000002,MusicPlayStatusController.SetData,294
Monitor.MusicSelectMonitor,ChangeDifficulty,1,VO_000002,MusicPlayStatusController.SetData,321
Monitor.MusicSelectMonitor,ChangeScoreKind,1,VO_000002,MusicPlayStatusController.SetData,334
Monitor.MusicSelectMonitor,SetSortSetting,4,VO_000005,SelectorBackgroundController.Play,50
Monitor.MusicSelectMonitor,SetSortSetting,3,VO_000004,GenreBackgroundController.AnimPlay,168
Monitor.MusicSelectMonitor,SetSortSetting,0,VO_000001,MusicPlayStatusController.SetActive,317
Monitor.MusicSelectMonitor,CheckLongMusicCaution,0,VO_000001,LongMusicCautionController.PlayAnimation,85
Monitor.MusicSelectMonitor,OnStartMusicSelect,3,VO_000004,GenreBackgroundController.AnimPlay,755
Monitor.MusicSelectMonitor,OnStartMusicSelect,0,VO_000001,SelectorBackgroundController.Play,821
Monitor.MusicSelectMonitor,OnStartMusicSelect,1,VO_000002,MusicPlayStatusController.SetActive,927
Monitor.MusicSelectMonitor,OnStartMusicSelect,1,VO_000002,MusicPlayStatusController.SetData,961
Monitor.MusicSelectMonitor,OnStartGenreSelect,3,VO_000004,SelectorBackgroundController.Play,395
Monitor.MusicSelectMonitor,OnStartGenreSelect,1,VO_000002,GenreBackgroundController.AnimPlay,419
Monitor.MusicSelectMonitor,OnStartGenreSelect,2,VO_000003,GenreBackgroundController.AnimPlay,431
Monitor.MusicSelectMonitor,OnStartGenreSelect,5,VO_000006,GenreBackgroundController.AnimPlay,457
Monitor.MusicSelectMonitor,OnStartGenreSelect,0,VO_000001,MusicPlayStatusController.SetActive,743
Monitor.MusicSelectMonitor,OnBackDifficultySelect,5,VO_000006,SelectorBackgroundController.Play,16
Monitor.MusicSelectMonitor,OnBackMenuSelect,5,VO_000006,SelectorBackgroundController.Play,40
Monitor.MusicSelectMonitor,SetOptionCard,1,VO_000002,TabController.PlayInAnimation,165
Monitor.MusicSelectMonitor,SetOptionCard,5,VO_000006,TabController.PlayInAnimation,165
Monitor.MusicSelectMonitor,OnGameStartWait,1,VO_000002,SelectorBackgroundController.Play,24
Monitor.MusicSelectMonitor,OnGameStart,0,VO_000001,MusicPlayStatusController.SetActive,56
Monitor.MusicSelectMonitor,OnGameStart,3,VO_000004,GenreBackgroundController.AnimPlay,163
Monitor.MusicSelectMonitor,OnGameStart,3,VO_000004,SelectorBackgroundController.Play,175
Monitor.MusicSelectMonitor,OnGameStart,1,VO_000002,KaleidxScopeDecoBG.PlayAnimation,199
Monitor.MusicSelectMonitor,OnGameStart,1,VO_000002,KaleidxScopeMessageInfoController.PlayAnimation,230
Monitor.MusicSelectMonitor+<PlayCoroutine>d__129,MoveNext,0,VO_000001,SelectorBackgroundController.Play,93
Monitor.MusicSelectMonitor+<PlayCoroutine>d__129,MoveNext,0,VO_000001,KaleidxScopeDecoBG.PlayAnimation,248
Monitor.MusicSelectMonitor+<PlayCoroutine>d__129,MoveNext,1,VO_000002,GenreBackgroundController.AnimPlay,302
Monitor.MusicSelectMonitor+<PlayCoroutine>d__129,MoveNext,2,VO_000003,GenreBackgroundController.AnimPlay,314
Monitor.MusicSelectMonitor+<PlayCoroutine>d__129,MoveNext,0,VO_000001,SelectorBackgroundController.Play,478
Monitor.MusicSelectMonitor+<PlayCoroutine>d__129,MoveNext,0,VO_000001,LongMusicCautionController.PlayAnimation,1449
Monitor.MusicSelectMonitor+<PlayCoroutine>d__129,MoveNext,1,VO_000002,MusicPlayStatusController.SetActive,1930
Monitor.MusicSelectMonitor+<PlayCoroutine>d__129,MoveNext,1,VO_000002,MusicPlayStatusController.SetData,1964
Monitor.MusicSelectMonitor+<OnStartDifficultySelectCoroutine>d__263,MoveNext,4,VO_000005,SelectorBackgroundController.Play,226
Monitor.MusicSelectMonitor+<OnStartDifficultySelectCoroutine>d__263,MoveNext,0,VO_000001,MusicPlayStatusController.SetActive,279
Monitor.MusicSelectMonitor+<OnStartUtageDifficultySelectCoroutine>d__266,MoveNext,0,VO_000001,MusicPlayStatusController.SetActive,213
Monitor.MusicSelectMonitor+<OnStartMenuSelectCoroutine>d__269,MoveNext,4,VO_000005,SelectorBackgroundController.Play,64
Monitor.MusicSelectMonitor+<OnStartMenuSelectCoroutine>d__269,MoveNext,5,VO_000006,KaleidxScopeDecoBG.PlayAnimation,76
Monitor.MusicSelectMonitor+<SetOptionCardCoroutine>d__274,MoveNext,4,VO_000005,SelectorBackgroundController.Play,48
Monitor.MusicSelectMonitor+<SetOptionCardCoroutine>d__274,MoveNext,5,VO_000006,KaleidxScopeDecoBG.PlayAnimation,72
Monitor.MusicSelectMonitor+<FreedomModeTimeUpCoroutine>d__280,MoveNext,3,VO_000004,SelectorBackgroundController.Play,48
Monitor.PhotoEditMonitor,CardViewScroll,0,VO_000001,Animator.Play,70
Monitor.PleaseWaitMonitor,Play10CountDown,0,VO_000001,Animator.Play,22
Monitor.PlInformationMonitor,Initialize,0,VO_000001,PlayableDirector.set_extrapolationMode,281
Monitor.PlInformationMonitor,PlayPlLoop,1,VO_000002,PlayableDirector.set_extrapolationMode,27
Monitor.ResultMonitor,MissionClearBannerPlayAnimation,0,VO_000001,Animator.Play,13
Monitor.ResultMonitor,TouchPartnerCharacter,2,VO_000003,NavigationCharacter.Play,12
Monitor.ResultMonitor,SetAnimeBPM,0,VO_000001,Animator.Play,52
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,1,VO_000002,Animator.Play,187
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,4,VO_000005,Animator.Play,187
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,0,VO_000001,Animator.Play,187
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,5,VO_000006,Animator.Play,216
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,0,VO_000001,Animator.Play,216
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,0,VO_000001,Animator.Play,243
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,0,VO_000001,Animator.Play,272
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,0,VO_000001,Animator.Play,299
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,0,VO_000001,Animator.Play,328
Monitor.ResultMonitor+<ChangeScoreBoradCoroutine>d__102,MoveNext,0,VO_000001,Animator.Play,355
Monitor.TrackStartMonitor,SetTrackStart,175,VO_000176,SoundManager.PlaySE,1238
Monitor.TrackStartMonitor,SetTrackStart,1,VO_000002,PlayableDirector.set_playableAsset,1273
